"ID","level","contour_value","depth_label","corridor_id","buffer_distance","nominal_corridor_width","overlap_policy","area_m2","slope_deg"
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,31.3000023470342
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,26.0076361000232
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,19.8895334482475
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,17.523371682759
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,16.3519945091724
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,17.0809754329691
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,17.6110825395923
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,18.4859404969297
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,17.756999932217
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,18.8500130337931
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,19.7843649655813
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,24.2845866491901
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,34.1828184437203
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,44.6137611720542
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,64.6779372693996
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,73.6539873288856
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,75.1345867586745
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,73.5997030793104
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,74.5364654885522
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,76.8555613024767
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,78.7315766440488
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,79.9993886066844
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,79.9410183060095
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,78.8445200252195
