"zone_id","polygon_provenance","offset","angle_deg","angle_source","mean_aspect_deg","orientation_weight","n_orientation_cells","orientation_resultant_length","transect_id","distance","x","y","elevation_m","slope_deg"
"1","author-created deterministic analytical window",-643.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_2",1064.67646254743,711486.611076698,1977958.26628621,-455.429541772867,13.0110852436361
"1","author-created deterministic analytical window",-643.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_2",1127.3044897561,711492.305538349,1978020.63489129,-442.209991455078,9.32402717111978
"1","author-created deterministic analytical window",-643.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_2",1189.93251696477,711498,1978083.00349636,-427.005004882812,5.26957843676719
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",0,711289.389278749,1976898,-653.134779421177,10.8774392997486
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",63.4205999235128,711295.155805179,1976961.15789474,-643.069474483569,10.9803240692042
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",126.841199847026,711300.922331609,1977024.31578947,-631.429992675781,8.22653514984669
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",190.261799770538,711306.688858039,1977087.47368421,-624.201168086736,24.684242977599
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",253.682399694051,711312.455384469,1977150.63157895,-612.837362189027,16.3076438222583
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",317.102999617564,711318.221910899,1977213.78947368,-604.263143439006,18.3707812895175
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",380.523599541077,711323.988437329,1977276.94736842,-590.05606643704,18.2621722719513
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",443.944199464589,711329.754963759,1977340.10526316,-581.547910991442,13.2207593587097
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",507.364799388102,711335.521490189,1977403.26315789,-571.352343107491,17.5538855906912
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",570.785399311615,711341.288016619,1977466.42105263,-560.669228662381,22.4551780382798
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",634.205999235128,711347.054543049,1977529.57894737,-549.149927131292,14.940669927466
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",697.62659915864,711352.821069479,1977592.73684211,-536.915774348438,18.3112812690048
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",761.047199082153,711358.587595909,1977655.89473684,-522.992699059121,14.1277904980616
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",824.467799005666,711364.354122339,1977719.05263158,-510.869995117188,2.78027905459636
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",887.888398929179,711370.120648769,1977782.21052632,-495.978062974758,13.1373429288633
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",951.308998852691,711375.887175199,1977845.36842105,-480.768290598657,10.1605520785404
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",1014.7295987762,711381.653701629,1977908.52631579,-465.660003662109,4.01719064052392
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",1078.15019869972,711387.420228059,1977971.68421053,-447.593906441444,5.83993579240313
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",1141.57079862323,711393.186754489,1978034.84210526,-429.380004882812,6.69571959792188
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3",1204.99139854674,711398.953280919,1978098,-413.959991455078,9.48354928878369
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",0,711188.97332887,1976898,-672.039978027344,4.97014334587817
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",63.4205999235133,711194.7398553,1976961.15789474,-661.947351217155,36.065994462684
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",126.841199847027,711200.50638173,1977024.31578947,-651.200012207031,18.4462249751699
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",190.26179977054,711206.27290816,1977087.47368421,-643.656561600531,4.72013506968015
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",253.682399694053,711212.03943459,1977150.63157895,-630.86012687311,31.7481807309292
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",317.102999617567,711217.80596102,1977213.78947368,-617.533437628472,18.0805449062739
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",380.52359954108,711223.57248745,1977276.94736842,-609.979725084797,21.8215987835034
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",443.944199464593,711229.33901388,1977340.10526316,-596.083590916666,27.96803242573
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",507.364799388106,711235.10554031,1977403.26315789,-586.287952657325,23.7211381233668
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",570.78539931162,711240.87206674,1977466.42105263,-572.384922822636,21.0543243159788
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",634.205999235133,711246.63859317,1977529.57894737,-556.062715404917,19.0943443012978
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",697.626599158646,711252.4051196,1977592.73684211,-545.623152883453,9.0967327006491
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",761.04719908216,711258.17164603,1977655.89473684,-529.667110465118,23.6446663943516
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",824.467799005673,711263.93817246,1977719.05263158,-518.262599506008,16.9626528628846
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",887.888398929186,711269.70469889,1977782.21052632,-507.790008544922,11.9750092243178
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4",951.3089988527,711275.47122532,1977845.36842105,-490.023551479519,12.7203875716315
